Name,Insurance Number,Reporting Date,Assets,Shares,Liabilities,Net Worth,Revenue,Dividends,Expenses,Net Income
CENT,65238,12/31/2017,49150936,41579462,276531,7085683,2428442,68688,2084800,160061
Burlington Municipal Employees,65239,12/31/2018,4744496,4307694,2117,421074,216622,57482,234388,-75248
Burlington Municipal Employees,65239,12/31/2005,2539598,2212390,37172,290036,159640,65996,72151,21493
Burlington Municipal Employees,65239,12/31/2006,2175487,1843667,38259,293561,147396,65335,78540,3521
Burlington Municipal Employees,65239,12/31/2007,2253843,1865600,90048,298195,154796,54258,85653,14885
Burlington Municipal Employees,65239,12/31/2008,2697619,2382754,15429,299436,175593,63902,110450,1241
Burlington Municipal Employees,65239,12/31/2009,2889324,2563254,18106,307964,203065,47093,127358,8528
Burlington Municipal Employees,65239,12/31/2010,3059558,2708821,18971,331766,187410,49514,114094,23802
Burlington Municipal Employees,65239,12/31/2011,3566428,3204137,25183,337108,185233,59214,120678,5341
Burlington Municipal Employees,65239,12/31/2012,3976871,3574820,11010,391041,202765,45061,103770,53934
Burlington Municipal Employees,65239,12/31/2013,4646453,4203531,14950,427972,206923,46571,123421,36931
Burlington Municipal Employees,65239,12/31/2014,4539819,4072374,15608,451837,206142,47342,134935,23865
Burlington Municipal Employees,65239,12/31/2015,4849971,4356394,17710,475867,200579,48192,128358,24029
Burlington Municipal Employees,65239,12/31/2016,5447040,4926455,19403,501182,207529,54258,127957,25314
Burlington Municipal Employees,65239,12/31/2017,5413466,4899007,3108,496322,211995,60512,156343,-4860
The Verno,65241,12/31/2005,552325,317755,345,234225,23901,801,24569,-1469
The Verno,65241,12/31/2006,476302,237976,414,237912,25873,3182,18998,3693
The Verno,65241,12/31/2007,453191,212697,1473,239021,23675,3944,18652,1079
The Verno,65241,12/31/2008,462298,222006,1217,239075,21454,3029,18372,53
The Verno,65241,12/31/2009,452553,216315,804,235434,16178,641,18879,-3342
The Verno,65241,12/31/2010,433157,202741,486,229930,12920,318,18094,-5492
Industrial Employees,65242,12/31/2018,8723176,7254199,19577,1449230,382647,37102,262614,82931
Industrial Employees,65242,12/31/2005,5387275,4581214,11842,794219,311822,103423,144700,63699
Industrial Employees,65242,12/31/2006,5611701,4751350,11735,848616,353798,152586,160402,40810
Industrial Employees,65242,12/31/2007,5884367,4979282,14277,890808,384913,173956,168765,42192
Industrial Employees,65242,12/31/2008,6879043,5939108,14358,925577,398711,171203,192739,34769
Industrial Employees,65242,12/31/2009,7463891,6476183,13297,974411,414146,103449,212605,89003
Industrial Employees,65242,12/31/2010,7755954,6712925,18147,1024882,363620,85478,227670,50472
Industrial Employees,65242,12/31/2011,8004010,6922702,19361,1061947,345864,57542,251257,37065
Industrial Employees,65242,12/31/2012,8199138,7058424,23013,1117701,335146,41047,239846,54253
Industrial Employees,65242,12/31/2013,8357111,7149651,29100,1178360,332666,43233,234914,54519
Industrial Employees,65242,12/31/2014,8941529,7696982,23085,1221462,335812,46452,249156,40204
Industrial Employees,65242,12/31/2015,8943851,7650487,22591,1270773,363831,42206,272313,49312
Industrial Employees,65242,12/31/2016,8667626,7340494,20401,1306731,341004,36218,268829,35957
Industrial Employees,65242,12/31/2017,8997729,7611033,20226,1366300,343775,37446,246760,59569
Holy Ghost Parish,65243,12/31/2018,28128921,24818182,1068,3078263,569186,367119,201652,415
Holy Ghost Parish,65243,12/31/2005,22379870,19909184,199346,2271340,883811,604979,246425,32407
Holy Ghost Parish,65243,12/31/2006,19604808,17133219,173536,2298053,836077,587447,221917,26713
Holy Ghost Parish,65243,12/31/2007,18301521,15766544,204161,2330816,826738,556830,237145,32763
Holy Ghost Parish,65243,12/31/2008,21010188,18384450,232709,2393029,897539,593931,241394,62214
Holy Ghost Parish,65243,12/31/2009,25466668,22767466,225668,2473534,1101018,602269,262576,80505
Holy Ghost Parish,65243,12/31/2010,27711918,24916171,188197,2607550,915849,454065,327768,134016
Holy Ghost Parish,65243,12/31/2011,28566830,25683576,194105,2689149,789058,377880,329579,81599
Holy Ghost Parish,65243,12/31/2012,30368656,27289743,104297,2974616,624092,295027,312657,16408
Holy Ghost Parish,65243,12/31/2013,28772329,25715071,81945,2975313,464431,181882,281852,697
Holy Ghost Parish,65243,12/31/2014,28141316,25080836,84731,2975749,382059,174058,207565,436
Holy Ghost Parish,65243,12/31/2015,27910382,24736582,95556,3078244,384642,176659,207605,378
Holy Ghost Parish,65243,12/31/2016,27971937,24786168,107410,3078359,397602,196094,201393,115
Holy Ghost Parish,65243,12/31/2017,27288998,24076222,1429,3078612,442136,242488,199395,253
SCICAP,65263,12/31/2005,2376253,2012374,31998,330381,149694,45937,54218,49539
SCICAP,65263,12/31/2006,2257140,1843191,45336,366613,148978,71381,41366,36231
SCICAP,65263,12/31/2007,1896552,1452860,39304,402388,151379,66169,49434,35776
SCICAP,65263,12/31/2008,2266327,1783406,33033,447888,125596,49134,30962,45500
SCICAP,65263,12/31/2009,2533600,2043595,34232,455773,133668,40009,69728,8935
SCICAP,65263,12/31/2010,2750685,2212811,39208,498666,153322,40705,69724,42893
SCICAP,65263,12/31/2011,2592507,2103427,19445,469635,80640,15299,94374,-29033
SCICAP,65263,12/31/2012,2001702,1533002,18896,449804,122080,12465,129446,-19831
SCICAP,65263,12/31/2013,2183120,1691090,21708,470322,91131,14249,54494,22388
SCICAP,65263,12/31/2014,2306738,1794113,21971,490654,87756,17863,50227,19666
MHI-Independence Employees,65264,12/31/2005,1619346,1372102,10860,236384,81582,19159,50565,11858
MHI-Independence Employees,65264,12/31/2006,1512354,1248500,11936,251918,89088,27895,45658,15535
MHI-Independence Employees,65264,12/31/2007,1438680,1157256,11541,269883,93031,27929,47138,17964
MHI-Independence Employees,65264,12/31/2008,1711514,1420960,12574,277980,90883,28613,54172,8098
MHI-Independence Employees,65264,12/31/2009,1782752,1481586,15632,285534,99038,24182,55347,7554
MHI-Independence Employees,65264,12/31/2010,1539981,1277248,-30128,292861,80071,19563,53180,7328
MHI-Independence Employees,65264,12/31/2011,1582905,1274890,13996,294019,59425,12433,46937,55
MHI-Independence Employees,65264,12/31/2012,1418185,1262982,742,154461,63052,147572,53935,-138455
Eaton Employees,65270,12/31/2005,3486550,3010967,561,475022,251258,113999,88415,48844
Eaton Employees,65270,12/31/2006,3602860,2403340,819782,379738,242506,127051,210740,-95285
Eaton Employees,65270,12/31/2007,2926418,2453036,7896,465486,200076,86557,207430,-93911
Eaton Employees,65270,12/31/2008,2043349,1789732,0,250720,180477,42308,114620,23549
Eaton Employees,65270,12/31/2009,2228975,1983219,2378,243378,142867,37139,90430,12615
Eaton Employees,65270,12/31/2010,2030546,1689655,97397,243494,133174,14873,118094,207
Eaton Employees,65270,12/31/2011,1820613,1568325,2917,249371,126964,17641,103446,5877
Eaton Employees,65270,12/31/2012,2565496,2304228,4491,256777,130322,20283,102556,7483
Eaton Employees,65270,12/31/2013,2475576,2214462,4136,256978,133855,12216,121183,456
Eaton Employees,65270,12/31/2014,2696202,2427428,4830,263944,135703,18082,110656,6965
Eaton Employees,65270,12/31/2015,3081047,2807719,7258,266070,136493,18011,116354,2128
Eaton Employees,65270,12/31/2016,2553784,2295719,12694,245371,131139,15328,136512,-20701
Bilt-Well,65286,12/31/2005,1188003,933833,4176,249994,47619,13884,30035,3700
Bilt-Well,65286,12/31/2006,1007542,744559,5225,257758,51220,18713,24742,7765
Bilt-Well,65286,12/31/2007,1002584,731345,6816,264423,51866,20411,24791,6664
Bilt-Well,65286,12/31/2008,951948,680183,4839,266926,44599,17700,24395,2504
Bilt-Well,65286,12/31/2009,949744,676996,4241,268507,44701,13558,23843,1581
Bilt-Well,65286,12/31/2010,1014874,740465,1451,272958,33587,4920,24216,4451
Bilt-Well,65286,12/31/2011,922016,654918,683,266415,21036,2830,24749,-6543
KAH,65391,12/31/2018,1690227,1158516,2034,529677,51447,2693,48791,-37
KAH,65391,12/31/2005,2313386,1871581,1419,445226,120025,32738,58701,28586
KAH,65391,12/31/2006,2005459,1564476,1030,439953,119954,54226,71359,-5631
KAH,65391,12/31/2007,1950798,1477396,723,472679,124414,37895,53793,32726
KAH,65391,12/31/2008,1979270,1484091,521,494658,111840,38306,52485,21049
KAH,65391,12/31/2009,2203351,1686771,588,515992,106919,29361,57874,17380
KAH,65391,12/31/2010,2137191,1600513,571,536107,108516,19258,52772,36486
KAH,65391,12/31/2011,2194224,1635692,566,557966,97596,12691,64202,20703
KAH,65391,12/31/2012,2145823,1569879,652,575292,87006,11328,58352,17326
KAH,65391,12/31/2013,2067450,1501902,1894,563654,73596,7324,77910,-11638
KAH,65391,12/31/2014,1880924,1337911,170,542843,65864,3691,81006,-18833
KAH,65391,12/31/2015,1801196,1270942,19284,510970,65760,2969,94692,-31901
KAH,65391,12/31/2016,1718709,1187514,7086,524109,56894,2752,41003,13139
KAH,65391,12/31/2017,1767668,1229842,8112,529714,52378,2695,44078,5605
HomeTown,65445,12/31/2018,2428571,1772782,12000,639798,154263,2197,117460,23635
Eaton Employees,65445,12/31/2005,1340881,1048738,7761,284382,97840,11344,65834,20662
Eaton Employees,65445,12/31/2006,1178471,868742,5766,303963,106232,16926,69725,19581
Eaton Employees,65445,12/31/2007,1119734,731033,60922,327779,102949,16830,62906,23213
Eaton Employees,65445,12/31/2008,1146420,785660,5604,355156,109476,15597,66502,27377
Eaton Employees,65445,12/31/2009,1584841,1208513,8666,367662,110571,14005,84059,5898
Eaton Employees,65445,12/31/2010,1701578,1301561,7907,392110,119721,15362,77713,26646
Eaton Employees,65445,12/31/2011,2180776,1787784,3182,389810,148589,12677,138216,-2304
Eaton Employees,65445,12/31/2012,2441738,1988133,12870,440735,168371,16560,100887,50924
Eaton Employees,65445,12/31/2013,2502749,2015561,13975,473213,185814,16534,136802,32478
Eaton Employees,65445,12/31/2014,2688293,2144212,23626,520455,195110,25574,122234,47302
HomeTown,65445,12/31/2015,2677665,2081890,24815,570960,181631,19021,112105,50505
HomeTown,65445,12/31/2016,2444192,1833255,16752,594185,154958,4910,126823,23225
HomeTown,65445,12/31/2017,2363718,1737140,7269,616163,145252,2769,117197,21978
River Bend,65480,12/31/2005,6026215,5238820,8493,778902,268556,35027,194795,38734
River Bend,65480,12/31/2006,5879645,5016504,12111,851030,327459,45070,210262,72127
River Bend,65480,12/31/2007,5553519,4606580,14405,932534,353008,51493,219610,81905
River Bend,65480,12/31/2008,6043498,5059240,12737,865749,317724,60649,218088,38987
River Bend,65480,12/31/2009,6994624,6017505,12215,859132,302205,66190,202112,-6618
River Bend,65480,12/31/2010,7120854,6154744,15774,844564,268517,47860,235225,-14568
River Bend,65480,12/31/2011,7381360,6419742,10309,845537,219489,17807,200709,973
River Bend,65480,12/31/2012,7386837,6460060,7316,813689,195852,12598,215103,-31849
Aegis,65521,12/31/2018,14911211,12826466,51640,2031814,1033288,44616,830903,157769
Aegis,65521,12/31/2005,7924821,6879848,161761,883212,796556,101358,628022,67176
Aegis,65521,12/31/2006,7827167,6815252,26757,985158,890149,128456,659748,101945
Aegis,65521,12/31/2007,8793870,7777014,27727,989129,931225,183072,744181,3972
Aegis,65521,12/31/2008,8518115,7435443,67134,1015538,866225,152088,687728,26409
Aegis,65521,12/31/2009,9511657,8327707,32434,1151516,782859,95192,611971,75696
Aegis,65521,12/31/2010,9931161,8655923,55438,1219800,761268,62080,619051,80137
Aegis,65521,12/31/2011,9879675,8583462,31754,1264459,735462,41324,640392,53746
Aegis,65521,12/31/2012,10526302,9156510,32839,1336953,709028,35305,601157,72566
Aegis,65521,12/31/2013,11187120,9784817,83118,1319185,688539,31601,620964,35974
Aegis,65521,12/31/2014,12015485,10533683,51213,1430589,759347,29602,618342,111403
Aegis,65521,12/31/2015,13092655,11458122,43657,1590876,891621,32659,698674,160288
Aegis,65521,12/31/2016,13332151,11459723,187770,1684658,959222,33100,832340,93782
Aegis,65521,12/31/2017,14204051,12333079,9056,1861916,977035,35985,763293,177260
Rimoda,65549,12/31/2005,361222,302198,9234,49790,20434,9234,10227,973
Rimoda,65549,12/31/2006,360046,304340,2300,53406,18282,5826,12366,90
Rimoda,65549,12/31/2007,346096,288171,8062,49863,17250,8062,9188,0
Rimoda,65549,12/31/2008,387464,342516,6121,38827,16722,6121,22824,-12223
Rimoda,65549,12/31/2009,346354,303551,3934,38869,14495,3812,10641,42
Rimoda,65549,12/31/2010,336593,295060,4640,36893,15293,4518,10775,0
Rimoda,65549,12/31/2011,388060,344757,6144,37159,16581,6022,10492,67
Rimoda,65549,12/31/2012,383050,354730,1090,27230,12742,1775,21869,-10902
Rimoda,65549,12/31/2013,336826,329763,514,6549,10797,14153,17326,-20682
GPC-KFI-VII,65552,12/31/2005,2794255,2109760,29588,654907,169494,29001,118168,22325
GPC-KFI-VII,65552,12/31/2006,2668529,1954302,24581,689646,186506,30612,121156,34738
GPC-KFI-VII,65552,12/31/2007,2536797,1774780,37040,724977,193340,34596,123412,35332
United,65557,12/31/2018,16478234,14628363,17853,1832007,642488,42180,460186,140122
United,65557,12/31/2005,8891209,7954450,10928,925831,595615,77217,463640,54758
United,65557,12/31/2006,8718856,7731391,11229,976236,621791,109803,461583,50405
United,65557,12/31/2007,9185719,8135754,17555,1032410,674552,141864,476514,56174
United,65557,12/31/2008,9306217,8183149,13706,1109362,669168,111559,480657,76952
United,65557,12/31/2009,11055565,9852165,25955,1177445,669155,110337,478057,68083
United,65557,12/31/2010,11168092,9857353,23541,1287198,710106,97677,511763,100666
United,65557,12/31/2011,13429007,12115519,26257,1287231,652390,78518,573838,34
United,65557,12/31/2012,14064483,12706780,19946,1337757,642982,54283,538174,50525
United,65557,12/31/2013,14196978,12785230,14815,1396933,588895,33505,496213,59177
United,65557,12/31/2014,14980590,13505658,13367,1461565,561177,28628,467918,64631
United,65557,12/31/2015,16203734,14681516,10653,1511565,556230,29434,476796,50000
United,65557,12/31/2016,16183979,14596745,13823,1573411,597781,30158,505776,61847
United,65557,12/31/2017,16324497,14610950,21649,1691885,609130,29373,461283,118474
Cedar Falls Community,65565,12/31/2018,119511082,99679544,684839,20132955,5807418,958914,2989867,1858637
Cedar Falls Community,65565,12/31/2005,48383051,42359262,268418,5755371,3003531,720101,1780540,502890
Cedar Falls Community,65565,12/31/2006,53428240,46485059,406086,6537095,3728499,1079101,1867673,781725
Cedar Falls Community,65565,12/31/2007,59387897,51798812,477271,7111814,4455924,1528961,2360631,566332
Cedar Falls Community,65565,12/31/2008,68728338,60783758,746966,7562625,4441075,1533988,2456397,450690
Cedar Falls Community,65565,12/31/2009,78824221,70516121,665728,8102167,4873549,1394382,2441374,539484
Cedar Falls Community,65565,12/31/2010,83466935,74677289,676427,8621206,4355253,1146735,2689865,518653
Cedar Falls Community,65565,12/31/2011,87486087,77633088,875451,9535881,4266137,914822,2455688,895627
Cedar Falls Community,65565,12/31/2012,91656752,80831212,1008459,10498596,4200092,838736,2379624,981732
Cedar Falls Community,65565,12/31/2013,92685398,80730522,797781,11833487,4355930,654056,2366983,1334891
Cedar Falls Community,65565,12/31/2014,93291466,79829476,901161,13206550,4343977,493568,2477346,1373063
Cedar Falls Community,65565,12/31/2015,100121820,85017392,889574,14966644,4720378,544958,2415326,1760094
Cedar Falls Community,65565,12/31/2016,107763072,91283903,882132,16575985,4785086,678638,2497108,1609340
Cedar Falls Community,65565,12/31/2017,119132718,100866277,836704,18274319,5323197,842287,2782576,1698334
Teamsters Local #238,65606,12/31/2018,8631840,7623934,83382,924329,372266,15022,347476,9768
Teamsters Local #238,65606,12/31/2005,6058925,5122157,7634,929134,419837,78986,331219,9632
Teamsters Local #238,65606,12/31/2006,6144485,5176113,17915,950457,427830,82109,324397,21324
Teamsters Local #238,65606,12/31/2007,6067570,5060716,13216,993638,478596,103827,331589,43180
Teamsters Local #238,65606,12/31/2008,6985435,5946352,24450,1014633,512092,106489,384608,20995
Teamsters Local #238,65606,12/31/2009,7491306,6423975,20014,1047317,494381,100312,352467,32682
Teamsters Local #238,65606,12/31/2010,8293921,7208838,16294,1068789,461715,91611,348630,21474
Teamsters Local #238,65606,12/31/2011,7425619,6328770,14612,1082237,463961,75982,374532,13447
Teamsters Local #238,65606,12/31/2012,10310483,9209645,16175,1084663,425230,70294,352511,2425
Teamsters Local #238,65606,12/31/2013,8886782,7975534,13564,897684,434553,50390,571141,-186978
Teamsters Local #238,65606,12/31/2014,9226492,8296240,28630,901622,425878,24115,397826,3937
Teamsters Local #238,65606,12/31/2015,7817216,6847051,48226,921939,388897,15289,353291,20317
Teamsters Local #238,65606,12/31/2016,8604553,7634492,55907,914154,344561,13582,338764,-7785
Teamsters Local #238,65606,12/31/2017,7671705,6686453,70607,914562,348704,13160,335137,407
Citizens Community,66592,12/31/2018,199150267,164661481,2907480,30773146,12487759,761915,9425515,1804354
Citizens Community,66592,12/31/2005,61478290,51637425,1423992,8416873,4667149,526852,3484574,655723
Citizens Community,66592,12/31/2006,63011872,51233234,2431965,9346673,5485146,665602,3905494,914050
Citizens Community,66592,12/31/2007,72358600,55616188,6414075,10328337,6035080,916119,4144453,974508
Citizens Community,66592,12/31/2008,103058827,83122640,9216581,10719606,7940688,1311603,6249680,379405
Citizens Community,66592,12/31/2009,121034250,102047356,5518000,13468894,11934826,1794614,7247209,2748815
Citizens Community,66592,12/31/2010,136147668,118447961,2858691,14841016,11652317,1706701,8573494,1372122
Citizens Community,66592,12/31/2011,144668254,124490427,3138614,17039213,12544261,1634479,8711584,2198198
Citizens Community,66592,12/31/2012,164837821,141997566,3479539,19360716,11709878,1526296,7862079,2321503
Citizens Community,66592,12/31/2013,171894023,147767970,2889722,21236331,11915971,1307951,8732407,1875613
Citizens Community,66592,12/31/2014,182565359,156605815,2536503,23423041,11740427,1222139,8331577,2186711
Citizens Community,66592,12/31/2015,188222766,159723353,2837443,25661970,11576665,1206176,8131560,2238929
Citizens Community,66592,12/31/2016,190790936,160590236,2767319,27433381,11468188,1181629,8515148,1771411
Citizens Community,66592,12/31/2017,191541996,159853227,2534270,28968792,11798277,768088,9117290,1535411
Allen Hospital Personnel,67831,12/31/2018,5435500,4468758,42343,924385,320531,3739,394302,-78187
Allen Hospital Personnel,67831,12/31/2005,4879417,4068605,30749,780063,319426,28271,236462,54693
Allen Hospital Personnel,67831,12/31/2006,4546722,3549869,150228,846625,326993,34429,232973,59591
Allen Hospital Personnel,67831,12/31/2007,4481747,3533411,38178,910158,340163,38147,248354,53662
Allen Hospital Personnel,67831,12/31/2008,4418784,3565016,-93184,946952,302948,31635,234519,36794
Allen Hospital Personnel,67831,12/31/2009,4880659,3886042,39837,954780,312825,20320,257487,5087
Allen Hospital Personnel,67831,12/31/2010,4804304,3791657,41139,971508,297919,16401,266162,15356
Allen Hospital Personnel,67831,12/31/2011,5154563,4148947,39450,966166,269449,14930,259861,-5342
Allen Hospital Personnel,67831,12/31/2012,5444163,4441411,35195,967557,253762,13155,239218,1389
Allen Hospital Personnel,67831,12/31/2013,5404025,4417575,19318,967132,262687,10879,252231,-423
Allen Hospital Personnel,67831,12/31/2014,5467858,4458085,19410,990363,295320,5177,266913,23230
Allen Hospital Personnel,67831,12/31/2015,5428598,4398385,19217,1010996,317140,5174,292125,19841
Allen Hospital Personnel,67831,12/31/2016,5675847,4634872,22944,1018031,314760,4707,303017,7036
Allen Hospital Personnel,67831,12/31/2017,5487694,4459861,25248,1002571,326439,3703,337580,-15461
Community 1st,68510,12/31/2018,650227920,571670209,5804720,59752991,37099984,5144004,27703347,3938664
Community 1st,68510,12/31/2005,169476874,139975516,11983022,17518336,11477757,1403067,8550985,1523705
Community 1st,68510,12/31/2006,183438319,156553099,8862797,18022423,13830543,2752213,10574244,504086
Community 1st,68510,12/31/2007,226050083,199011638,7716830,19321615,16339433,4732600,10307640,1299193
Community 1st,68510,12/31/2008,266187995,221883925,23633416,20670654,19307096,5054346,12903698,1349052
Community 1st,68510,12/31/2009,282366120,246676854,12512188,23177078,20868672,4092031,12548254,2506424
Community 1st,68510,12/31/2010,326132984,294101592,4351816,27679576,20937697,3637368,13077906,4222423
Community 1st,68510,12/31/2011,368928853,332175992,6034997,30717864,21583153,3909339,14734673,2939141
Community 1st,68510,12/31/2012,411642226,370826013,6060267,34755946,23151173,3583354,15529738,4038081
Community 1st,68510,12/31/2013,475531627,427129290,8162182,40240155,25494943,3433295,16577439,5484209
Community 1st,68510,12/31/2014,519360737,456663377,17129031,45568329,27138082,3403342,18406825,5327915
Community 1st,68510,12/31/2015,572585908,503707385,19371224,49507299,29297911,3205767,22153175,3938969
Community 1st,68510,12/31/2016,580149412,508514554,19428133,52206725,30755530,3329690,24726413,2699427
Community 1st,68510,12/31/2017,622220239,547708056,5697862,55814321,33432251,3947779,25654624,3607598
Cobalt,68695,12/31/2018,1003102189,772896747,12221786,87771659,54619983,5803465,38896161,6929903
1st Gateway,63124,12/31/2021,176631768,150031882,156989359,19642409,8014798,1406967,5622831,985000
5 Star Community,64878,12/31/2021,45462955,41271169,42013250,3536450,1787149,89787,1634340,63022
ACE,64323,12/31/2021,9052371,7807878,7812686,1239685,137029,20266,111362,5401
Advantage,64030,12/31/2021,99483620,85036415,85555150,13928470,3938423,273178,2294226,1371019
Aegis,65521,12/31/2021,24207017,20942011,21508090,2698927,1241195,97507,905522,238166
Affinity,62829,12/31/2021,138929547,121025191,125085097,14075251,8522329,265877,6588089,1668363
AIM,64886,12/31/2021,165623209,146466267,147032293,18604931,6010543,607347,4523779,879417
Allen Hospital Personnel,67831,12/31/2021,6255600,5293742,5316653,938947,265411,4436,253018,7957
Ascentra,63268,12/31/2021,534049808,461404489,484860761,49237866,26510820,2299059,22069763,2141998
Burlington Municipal Employees,65239,12/31/2021,4903904,4381186,4394202,509702,172730,38435,99774,34521
Capitol View,62878,12/31/2021,44114904,37815754,37994006,6120898,1374764,148338,1087128,139298
Casebine Community,64868,12/31/2021,33256622,27660379,27830112,5426640,1515090,18131,1351058,145901
Cedar Falls Community,65565,12/31/2021,172019853,145875448,146593991,26444148,6847220,1053839,3968719,1824662
CENT,65238,12/31/2021,71700288,63204236,63352939,8347349,3479774,280667,2693688,505419
Citizens Community,66592,12/31/2021,243686082,206112953,208831076,34855006,12518482,1024379,9575519,1918584
Collins Community,62969,12/31/2021,1442452374,1265564555,1326256708,117785323,83380169,8824575,65389060,9166534
Community 1st,68510,12/31/2021,1000537612,905908797,923318603,77539267,43764277,5020237,32175448,6568592
Community Choice,65078,12/31/2021,742415768,647826030,663541183,78879804,41459037,2055855,31660664,7742518
Davenport Police Department,61691,12/31/2021,5116152,4503931,4512616,603536,100039,18194,75734,6111
Des Moines Fire Department,64943,12/31/2021,4020619,3206960,3206960,813659,103885,3202,129342,-28659
Des Moines Metro,64380,12/31/2021,71484563,62891411,64188202,7296361,2303596,108363,2077019,118214
Des Moines Water Works,63486,12/31/2021,1215132,1026692,1027887,187245,47396,524,48730,-1858
Du Trac Community,64471,12/31/2021,980729004,861006490,865651878,116591968,36287980,4714442,23151869,8421669
Dubuque Postal Employees,64917,12/31/2021,5566198,4983606,5006074,560124,116251,33265,69019,13967
Dupaco Community,64049,12/31/2021,2697668811,2224135575,2339911430,360603601,139692294,15932698,89694676,34064920
DuPont Employees,62429,12/31/2021,4934898,4244730,4247467,687431,122868,37099,72858,12911
Employees,63299,12/31/2021,136420831,108017287,108580384,27840447,5411301,669172,2115831,2626298
Family Community,64067,12/31/2021,22794680,20581337,20658396,2136284,397701,30549,455859,-88707
Financial Plus,62965,12/31/2021,218422871,194179978,196141138,22242685,6306057,330708,5406034,569315
First Class Community,64231,12/31/2021,100447391,92111838,93547405,7353735,4085344,43064,3933330,108950
Fort Dodge Family,63159,12/31/2021,41101349,36218636,36547451,4553898,1813785,330522,1267329,215934
Gas & Electric Employees,65040,12/31/2021,5284998,3385366,3385666,1899332,150872,16508,95146,39218
Greater Iowa,64203,12/31/2021,658019962,593261584,608905894,52589492,28441178,3078511,22531114,2831553
GreenState,60269,12/31/2021,9011033368,7475705824,8141837754,931530118,414504352,67782617,147438471,199283264
Holy Ghost Parish,65243,12/31/2021,34068827,30756854,30987748,3081079,482324,281327,199774,1223
HomeTown,65445,12/31/2021,2927139,2350308,2363029,564110,168513,15780,143863,8870
Industrial Employees,65242,12/31/2021,9736442,8072067,8093503,1642939,379026,16531,279260,83235
Iowa Heartland,60718,12/31/2021,27847683,23160176,23216835,4630848,807334,23476,764405,19453
Journey,64361,12/31/2021,79365516,68653056,69201494,10111205,3298647,304732,2185394,808521
KAH,65391,12/31/2021,1664213,1142489,1144953,519260,39555,2586,39862,-2893
Lee County,61393,12/31/2021,3557565,2722230,2724926,832639,130088,7942,117226,4920
Lennox Employees,64234,12/31/2021,62651164,56714421,56890139,5764561,2092612,296756,1872320,-76464
Linn Area,63602,12/31/2021,567868991,465843169,512579316,55230529,26574847,2178284,18054552,6342011
Members 1st Community,62918,12/31/2021,239859943,216433915,218028102,22040262,8090098,470368,6400688,1219042
Members Community,62683,12/31/2021,81920063,69921282,74215374,7704651,4094769,333972,3150521,610276
Meridian,64212,12/31/2021,34501372,29876997,29936584,4586402,865651,67615,876168,-78132
Metco,60013,12/31/2021,49043526,42891393,43225926,5817600,2079829,122832,1332942,624055
Midland,61918,12/31/2021,71013236,62917494,63298691,7714545,3069906,197642,2607260,265004
Midwest Community,63494,12/31/2021,42501716,39319430,39519823,2981893,1044791,49853,1025684,-30746
Morrison Employees,65199,12/31/2021,1827838,1308766,1312191,515647,30213,8565,21385,263
Muni-Employees,61360,12/31/2021,718688,640264,643976,74712,26183,512,28569,-2898
NGPL  Employees,64351,12/31/2021,2488580,1668691,1681217,807363,67779,21546,41996,4237
North Iowa Community,64191,12/31/2021,84541319,75460909,76911431,7629888,4419627,180815,3715853,522959
North Star Community,62638,12/31/2021,126797723,114059054,115123306,11615713,5616818,988437,4449254,179127
North Western Employees,64282,12/31/2021,9403602,7669795,7682424,1721178,371949,47410,287959,36580
NW IOWA,63399,12/31/2021,75472191,67287792,67328846,8143345,2407049,379373,1368241,659435
Peoples,64140,12/31/2021,78988694,69237985,69805398,9183296,3848953,263134,3030352,555467
Polk County,65039,12/31/2021,7267563,6186270,6187567,1079996,270119,54399,191844,23876
Power Co-op Employees,61920,12/31/2021,53818789,45325348,45368219,8450570,1585098,386891,710206,488001
Premier,64271,12/31/2021,265203702,236745106,243041618,22162084,11141334,1404074,7889163,1848097
Public Employees,64390,12/31/2021,34260187,29812500,29833149,4427038,873070,270975,567588,34507
Quaker Oats,64991,12/31/2021,13295617,11590358,11637960,1657657,494943,23936,462458,8549
River Community,64986,12/31/2021,24872532,21389523,21531306,3341226,1185685,107372,917641,160672
River Valley,61664,12/31/2021,87203204,77296723,77442054,9761150,2636093,279984,1848522,507587
SECU,64269,12/31/2021,2162906,1643340,1650083,514150,65030,6441,61081,-2492
Serve,65150,12/31/2021,94294194,80061913,81264492,13029702,4126999,349312,2884459,893228
Sioux Valley Community,64417,12/31/2021,36130532,31949993,32146233,3984299,1269796,45688,1221645,2463
St Athanasius,65136,12/31/2021,808407,704638,704953,103454,35294,6053,29095,146
St Ludmila's,65062,12/31/2021,391966,281374,282301,109665,10523,666,9820,37
Teamsters Local #238,65606,12/31/2021,10032683,9047668,9153582,879101,300036,17721,373738,-91423
Telco Triad Community,63128,12/31/2021,119200882,106546911,106957631,12964770,4914169,270466,3943385,700318
The Family,60728,12/31/2021,221986302,193402692,194439468,27546834,10220178,839715,7509742,1870721
The Hub-Co,60678,12/31/2021,22784745,20646460,20703223,2081522,617475,46823,467906,102746
The Municipal,64021,12/31/2021,22424204,20159112,20206838,2217366,683074,21583,551298,110193
Town and Country,65168,12/31/2021,33966297,30884755,31006489,2959808,1923768,156680,1635595,131493
Unite,65071,12/31/2021,24653303,21486596,21516624,2963462,607443,66120,730804,-189481
